"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track_names","who"
"24",0.567,0.509,5,-12.539,1,0.0428,0.928,0.933,0.124,0.0869,97.04,"audio_features","7Js278ET3O52ymQd8LU5bq","spotify:track:7Js278ET3O52ymQd8LU5bq","https://api.spotify.com/v1/tracks/7Js278ET3O52ymQd8LU5bq","https://api.spotify.com/v1/audio-analysis/7Js278ET3O52ymQd8LU5bq",231649,4,"The Journey","carly"
"25",0.445,0.626,6,-8.606,0,0.0287,0.000953,0.915,0.321,0.0823,80.951,"audio_features","3CMGpvXlQwBnmOvGUezflA","spotify:track:3CMGpvXlQwBnmOvGUezflA","https://api.spotify.com/v1/tracks/3CMGpvXlQwBnmOvGUezflA","https://api.spotify.com/v1/audio-analysis/3CMGpvXlQwBnmOvGUezflA",198392,4,"I've Been Waiting","carly"
"26",0.831,0.227,7,-12.115,1,0.06,0.596,0.0437,0.117,0.288,124.062,"audio_features","2LY14NSmNatgOhdnpdGK8W","spotify:track:2LY14NSmNatgOhdnpdGK8W","https://api.spotify.com/v1/tracks/2LY14NSmNatgOhdnpdGK8W","https://api.spotify.com/v1/audio-analysis/2LY14NSmNatgOhdnpdGK8W",148972,4,"Feels Like a Sunday","carly"
"27",0.488,0.294,5,-12.572,1,0.11,0.804,0.651,0.0758,0.0754,94.462,"audio_features","6FOOwpGF5GLCotjnic8evC","spotify:track:6FOOwpGF5GLCotjnic8evC","https://api.spotify.com/v1/tracks/6FOOwpGF5GLCotjnic8evC","https://api.spotify.com/v1/audio-analysis/6FOOwpGF5GLCotjnic8evC",212214,4,"SWIM - ford. Remix","carly"
"28",0.643,0.602,10,-9.178,0,0.0407,0.514,0.871,0.116,0.0856,105.016,"audio_features","1OCrb7dmygmJiDcjdFAPR8","spotify:track:1OCrb7dmygmJiDcjdFAPR8","https://api.spotify.com/v1/tracks/1OCrb7dmygmJiDcjdFAPR8","https://api.spotify.com/v1/audio-analysis/1OCrb7dmygmJiDcjdFAPR8",174608,4,"Heights","carly"
"29",0.635,0.274,2,-13.53,1,0.033,0.813,0,0.162,0.316,93.025,"audio_features","3K7vPyMCcecKRotnu08MMP","spotify:track:3K7vPyMCcecKRotnu08MMP","https://api.spotify.com/v1/tracks/3K7vPyMCcecKRotnu08MMP","https://api.spotify.com/v1/audio-analysis/3K7vPyMCcecKRotnu08MMP",264585,4,"Crazier Things (with Noah Kahan)","carly"
"30",0.663,0.381,5,-9.129,0,0.0346,0.362,0.000321,0.131,0.24,120.057,"audio_features","6yWn9RKfL1il1b4hFe6H1i","spotify:track:6yWn9RKfL1il1b4hFe6H1i","https://api.spotify.com/v1/tracks/6yWn9RKfL1il1b4hFe6H1i","https://api.spotify.com/v1/audio-analysis/6yWn9RKfL1il1b4hFe6H1i",241120,4,"Something Tells Me","carly"
"31",0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,"audio_features","7dJYggqjKo71KI9sLzqCs8","spotify:track:7dJYggqjKo71KI9sLzqCs8","https://api.spotify.com/v1/tracks/7dJYggqjKo71KI9sLzqCs8","https://api.spotify.com/v1/audio-analysis/7dJYggqjKo71KI9sLzqCs8",265360,4,"Agora Hills","carly"
"32",0.781,0.717,10,-6.825,1,0.169,0.0297,0.0028,0.273,0.629,119.972,"audio_features","2M4tVhRXucLE9M3STv21Yi","spotify:track:2M4tVhRXucLE9M3STv21Yi","https://api.spotify.com/v1/tracks/2M4tVhRXucLE9M3STv21Yi","https://api.spotify.com/v1/audio-analysis/2M4tVhRXucLE9M3STv21Yi",171562,4,"Lavender Haze - Felix Jaehn Remix","carly"
"33",0.31,0.146,0,-19.278,1,0.0303,0.99,0.261,0.076,0.333,162.831,"audio_features","7rIhp6EWLNtM8qFIQruJPT","spotify:track:7rIhp6EWLNtM8qFIQruJPT","https://api.spotify.com/v1/tracks/7rIhp6EWLNtM8qFIQruJPT","https://api.spotify.com/v1/audio-analysis/7rIhp6EWLNtM8qFIQruJPT",298587,3,"Wash.","carly"
"34",0.199,0.4,9,-11.752,1,0.0611,0.968,0.979,0.104,0.0739,205.688,"audio_features","3zVIHM2HdXaXxguzAYWyuJ","spotify:track:3zVIHM2HdXaXxguzAYWyuJ","https://api.spotify.com/v1/tracks/3zVIHM2HdXaXxguzAYWyuJ","https://api.spotify.com/v1/audio-analysis/3zVIHM2HdXaXxguzAYWyuJ",91580,4,"Pier Café","carly"
"35",0.751,0.372,6,-8.869,0,0.0345,0.724,0.0187,0.345,0.189,110.078,"audio_features","5MhjVNyXNB4NUWDPmSY7WD","spotify:track:5MhjVNyXNB4NUWDPmSY7WD","https://api.spotify.com/v1/tracks/5MhjVNyXNB4NUWDPmSY7WD","https://api.spotify.com/v1/audio-analysis/5MhjVNyXNB4NUWDPmSY7WD",228771,4,"Bergamot Feels","carly"
"36",0.364,0.308,4,-13.052,1,0.0402,0.895,0.0023,0.123,0.387,73.328,"audio_features","6uHvbKL0Yi37AuvNRmUfMw","spotify:track:6uHvbKL0Yi37AuvNRmUfMw","https://api.spotify.com/v1/tracks/6uHvbKL0Yi37AuvNRmUfMw","https://api.spotify.com/v1/audio-analysis/6uHvbKL0Yi37AuvNRmUfMw",191773,4,"Paint","carly"
"37",0.714,0.433,3,-9.01,1,0.0546,0.817,0.843,0.157,0.039,120.768,"audio_features","7oFppYO8y8zOaLe2gI5Vid","spotify:track:7oFppYO8y8zOaLe2gI5Vid","https://api.spotify.com/v1/tracks/7oFppYO8y8zOaLe2gI5Vid","https://api.spotify.com/v1/audio-analysis/7oFppYO8y8zOaLe2gI5Vid",65109,5,"Elephant Crossing","carly"
"38",0.533,0.35,7,-9.577,1,0.0291,0.107,0,0.121,0.176,116.031,"audio_features","401qSkk4KOeBVld2aiCAoK","spotify:track:401qSkk4KOeBVld2aiCAoK","https://api.spotify.com/v1/tracks/401qSkk4KOeBVld2aiCAoK","https://api.spotify.com/v1/audio-analysis/401qSkk4KOeBVld2aiCAoK",173759,4,"Lovers to Strangers","carly"
"39",0.863,0.606,9,-7.478,1,0.327,0.045,0.00472,0.231,0.595,86.024,"audio_features","2uUjcNF3WkKTlqESfF7Gdm","spotify:track:2uUjcNF3WkKTlqESfF7Gdm","https://api.spotify.com/v1/tracks/2uUjcNF3WkKTlqESfF7Gdm","https://api.spotify.com/v1/audio-analysis/2uUjcNF3WkKTlqESfF7Gdm",245478,4,"Next Phase","carly"
"40",0.885,0.525,5,-6.492,0,0.121,0.0394,0.00126,0.0789,0.713,150.07,"audio_features","5BDYYa1fH4fL6uFTBPhMac","spotify:track:5BDYYa1fH4fL6uFTBPhMac","https://api.spotify.com/v1/tracks/5BDYYa1fH4fL6uFTBPhMac","https://api.spotify.com/v1/audio-analysis/5BDYYa1fH4fL6uFTBPhMac",259587,4,"Unbelievable","carly"
"41",0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,"audio_features","0utlOiJy2weVl9WTkcEWHy","spotify:track:0utlOiJy2weVl9WTkcEWHy","https://api.spotify.com/v1/tracks/0utlOiJy2weVl9WTkcEWHy","https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy",216520,4,"Neighbors","carly"
"42",0.841,0.732,7,-5.186,0,0.19,0.0115,2.18e-05,0.136,0.576,149.012,"audio_features","4mIHgQ3ofK2RK34UdbqMbe","spotify:track:4mIHgQ3ofK2RK34UdbqMbe","https://api.spotify.com/v1/tracks/4mIHgQ3ofK2RK34UdbqMbe","https://api.spotify.com/v1/audio-analysis/4mIHgQ3ofK2RK34UdbqMbe",143480,4,"Ambition For Cash","carly"
"43",0.889,0.818,9,-4.639,1,0.253,0.47,0,0.179,0.782,96.063,"audio_features","5ByAIlEEnxYdvpnezg7HTX","spotify:track:5ByAIlEEnxYdvpnezg7HTX","https://api.spotify.com/v1/tracks/5ByAIlEEnxYdvpnezg7HTX","https://api.spotify.com/v1/audio-analysis/5ByAIlEEnxYdvpnezg7HTX",302760,4,"Juicy - 2005 Remaster","carly"
"44",0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,"audio_features","561jH07mF1jHuk7KlaeF0s","spotify:track:561jH07mF1jHuk7KlaeF0s","https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s","https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s",250760,4,"Mockingbird","carly"
"45",0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,"audio_features","5g9lS8deSIxItFBmZRC4vN","spotify:track:5g9lS8deSIxItFBmZRC4vN","https://api.spotify.com/v1/tracks/5g9lS8deSIxItFBmZRC4vN","https://api.spotify.com/v1/audio-analysis/5g9lS8deSIxItFBmZRC4vN",278387,4,"Ambitionz Az A Ridah","carly"
"46",0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,"audio_features","6HZILIRieu8S0iqY8kIKhj","spotify:track:6HZILIRieu8S0iqY8kIKhj","https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj","https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj",185947,4,"DNA.","carly"
"47",0.464,0.754,9,-6.653,0,0.128,0.465,1.57e-05,0.37,0.444,86.501,"audio_features","0rFpcfF0YfvFUYsl99Bw9d","spotify:track:0rFpcfF0YfvFUYsl99Bw9d","https://api.spotify.com/v1/tracks/0rFpcfF0YfvFUYsl99Bw9d","https://api.spotify.com/v1/audio-analysis/0rFpcfF0YfvFUYsl99Bw9d",235627,4,"Soundtrack 2 My Life","carly"
"48",0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,"audio_features","4iZ4pt7kvcaH6Yo8UoZ4s2","spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2","https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2",201800,4,"Snooze","carly"
"49",0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,"audio_features","4MjDJD8cW7iVeWInc2Bdyj","spotify:track:4MjDJD8cW7iVeWInc2Bdyj","https://api.spotify.com/v1/tracks/4MjDJD8cW7iVeWInc2Bdyj","https://api.spotify.com/v1/audio-analysis/4MjDJD8cW7iVeWInc2Bdyj",267194,4,"MONACO","carly"
"50",0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,"audio_features","3xKsf9qdS1CyvXSMEid6g8","spotify:track:3xKsf9qdS1CyvXSMEid6g8","https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8","https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8",184516,3,"Pink + White","carly"
"51",0.671,0.34,2,-12.108,1,0.0351,0.793,1.93e-06,0.0948,0.365,98.012,"audio_features","6xpF0dbtDGmEd0En18Kfwl","spotify:track:6xpF0dbtDGmEd0En18Kfwl","https://api.spotify.com/v1/tracks/6xpF0dbtDGmEd0En18Kfwl","https://api.spotify.com/v1/audio-analysis/6xpF0dbtDGmEd0En18Kfwl",184426,4,"Wandering Child","carly"
"52",0.697,0.22,0,-13.696,1,0.042,0.703,0,0.0891,0.194,129.966,"audio_features","5uu2OCGGrTRS1sIvlMgKwe","spotify:track:5uu2OCGGrTRS1sIvlMgKwe","https://api.spotify.com/v1/tracks/5uu2OCGGrTRS1sIvlMgKwe","https://api.spotify.com/v1/audio-analysis/5uu2OCGGrTRS1sIvlMgKwe",145438,4,"i am not who i was","carly"
"53",0.404,0.534,10,-13.012,1,0.0435,0.82,0.708,0.107,0.182,150.896,"audio_features","0SjtVyfdl77VKgd8yrvsWJ","spotify:track:0SjtVyfdl77VKgd8yrvsWJ","https://api.spotify.com/v1/tracks/0SjtVyfdl77VKgd8yrvsWJ","https://api.spotify.com/v1/audio-analysis/0SjtVyfdl77VKgd8yrvsWJ",409160,4,"Time Is Dancing","carly"
"54",0.606,0.349,4,-13.967,1,0.0319,0.764,0.306,0.112,0.156,80.071,"audio_features","12niARgkwxGsklcEwh6GlG","spotify:track:12niARgkwxGsklcEwh6GlG","https://api.spotify.com/v1/tracks/12niARgkwxGsklcEwh6GlG","https://api.spotify.com/v1/audio-analysis/12niARgkwxGsklcEwh6GlG",203870,4,"Portland, Maine","carly"
"55",0.858,0.426,10,-8.879,0,0.0402,0.00586,0.761,0.0977,0.419,89.981,"audio_features","1RJl5cZ8kFpoVFOS2x6scI","spotify:track:1RJl5cZ8kFpoVFOS2x6scI","https://api.spotify.com/v1/tracks/1RJl5cZ8kFpoVFOS2x6scI","https://api.spotify.com/v1/audio-analysis/1RJl5cZ8kFpoVFOS2x6scI",192897,4,"Take Me Where Your Heart Is","carly"
"56",0.866,0.342,7,-8.42,1,0.0527,0.786,0.231,0.178,0.115,125.427,"audio_features","3MYUHaITeEQh3WjMkHr67z","spotify:track:3MYUHaITeEQh3WjMkHr67z","https://api.spotify.com/v1/tracks/3MYUHaITeEQh3WjMkHr67z","https://api.spotify.com/v1/audio-analysis/3MYUHaITeEQh3WjMkHr67z",146842,4,"Hey Now - When I Give You All My Lovin'","carly"
